ap,p,t,B,lfc
0.996,0.037749,-2.3925705,-4.17,-0.643185
0.996,0.037757,-2.3924508,-4.17,-2.46377356
0.996,0.037784,2.3920251,-4.17,0.5067558
0.996,0.03779,-2.3919306,-4.17,-0.3532641
0.996,0.037793,-2.3918888,-4.17,-0.9474456
0.996,0.037841,2.3911405,-4.17,0.4649224
0.996,0.037851,2.3909856,-4.17,0.2903035
0.996,0.037868,2.3907276,-4.17,0.3159135
0.996,0.03795,2.3894575,-4.17,0.2990431
0.996,0.037968,2.3891868,-4.17,0.3376959
0.996,0.037985,-2.3889297,-4.17,-1.12575136
0.996,0.037995,-2.3887707,-4.17,-0.8400254
0.996,0.038031,2.3882145,-4.17,0.34837536
0.996,0.038039,-2.3880954,-4.17,-1.2127321
0.996,0.038058,2.3877979,-4.17,0.60809174
0.996,0.038095,2.3872355,-4.17,0.2923903
0.996,0.038102,2.3871218,-4.17,0.42672004
0.996,0.038161,2.386213,-4.17,0.23466232
0.996,0.038176,-2.38599,-4.17,-0.592907
0.996,0.038202,-2.3855837,-4.17,-0.32561882
0.996,0.038246,-2.3849156,-4.17,-1.7297918
0.996,0.038262,-2.3846658,-4.17,-0.61640018
0.996,0.038274,2.3844942,-4.17,0.41197668
0.996,0.038276,2.3844652,-4.17,0.3200539
0.996,0.038348,2.3833596,-4.17,0.86314462
0.996,0.038382,-2.3828331,-4.17,-0.35235836
0.996,0.038384,-2.3828086,-4.17,-1.18368482
0.996,0.038426,2.3821707,-4.17,0.50423004
0.996,0.038433,2.3820567,-4.17,0.33309228
0.996,0.038438,-2.381992,-4.17,-0.2235433
0.996,0.038482,2.3813227,-4.17,0.5576108
0.996,0.038526,-2.3806544,-4.17,-0.34568416
0.996,0.038529,2.3805981,-4.17,0.3956796
0.996,0.038535,-2.3805121,-4.17,-0.75266132
0.996,0.038574,-2.3799263,-4.17,-0.3345101
0.996,0.038586,2.3797365,-4.17,0.5986905
0.996,0.038599,-2.379546,-4.17,-0.54180936
0.996,0.038612,2.3793473,-4.17,0.25053086
0.996,0.038616,2.3792877,-4.17,0.5550329
0.996,0.038637,2.3789607,-4.17,0.29457934
0.996,0.038654,2.3787114,-4.17,0.3229307
0.996,0.038657,-2.3786605,-4.17,-0.71034052
0.996,0.03874,-2.3774129,-4.17,-0.38708496
0.996,0.038793,2.3766035,-4.17,0.64502546
0.996,0.038796,2.3765671,-4.17,0.71271726
0.996,0.038835,2.3759788,-4.17,0.4402639
0.996,0.038852,-2.3757244,-4.17,-0.42318476
0.996,0.038853,-2.375695,-4.17,-1.30222536
0.996,0.038855,2.375675,-4.17,0.87694666
0.996,0.038866,2.3755018,-4.17,0.4317651
0.996,0.038873,-2.3754003,-4.17,-0.68333664
0.996,0.038906,2.3749032,-4.17,0.5270151
0.996,0.038919,-2.3747094,-4.17,-0.7963287
0.996,0.038932,2.3745099,-4.17,0.4479678
0.996,0.038951,-2.3742244,-4.17,-0.26987826
0.996,0.038992,-2.3736149,-4.18,-0.4694731
0.996,0.039057,-2.3726428,-4.18,-0.54250998
0.996,0.039063,-2.3725453,-4.18,-0.443811
0.996,0.039104,2.3719376,-4.18,0.4318588
0.996,0.039119,2.3717118,-4.18,1.11906104
0.996,0.039166,2.3710013,-4.18,0.60838132
0.996,0.039188,-2.3706693,-4.18,-0.7943501
0.996,0.039197,2.3705352,-4.18,0.9074258
0.996,0.039218,2.3702266,-4.18,0.43400184
0.996,0.039273,2.3694033,-4.18,0.8031416
0.996,0.039301,2.3689862,-4.18,0.48691174
0.996,0.039304,-2.3689401,-4.18,-0.46586188
0.996,0.039328,2.3685878,-4.18,0.49101624
0.996,0.039335,-2.3684793,-4.18,-0.51671238
0.996,0.039337,-2.3684577,-4.18,-0.97894448
0.996,0.039385,-2.3677451,-4.18,-0.63256654
0.996,0.039385,-2.3677368,-4.18,-0.96310886
0.996,0.039416,-2.367276,-4.18,-0.38302552
0.996,0.039418,-2.3672447,-4.18,-0.27060674
0.996,0.039448,2.3668115,-4.18,0.32741496
0.996,0.039494,2.3661149,-4.18,0.38435962
0.996,0.039501,2.3660136,-4.18,0.46927554
0.996,0.039516,-2.3657984,-4.18,-0.5203555
0.996,0.039533,2.3655484,-4.18,0.64531508
0.996,0.039534,2.3655316,-4.18,0.29457804
0.996,0.03954,-2.3654338,-4.18,-0.54923782
0.996,0.03955,-2.3652967,-4.18,-0.84677676
0.996,0.039559,2.3651533,-4.18,0.66379026
0.996,0.039562,2.3651113,-4.18,0.5478354
0.996,0.039569,2.3650073,-4.18,0.62360188
0.996,0.039576,2.3649088,-4.18,0.26736942
0.996,0.039659,2.3636867,-4.18,0.1796939
0.996,0.039668,2.3635536,-4.18,0.4057486
0.996,0.039681,2.3633604,-4.18,0.86967942
0.996,0.03973,2.362636,-4.18,0.3110021
0.996,0.039739,2.3624992,-4.18,0.21419042
0.996,0.039766,-2.3620991,-4.18,-0.88274104
0.996,0.039771,2.362029,-4.18,0.4079544
0.996,0.039804,-2.3615379,-4.18,-0.5802706
0.996,0.039819,2.3613279,-4.18,0.3147
0.996,0.039858,-2.360746,-4.18,-0.41350438
0.996,0.039882,2.3603961,-4.18,0.52275798
0.996,0.039891,-2.3602629,-4.18,-0.83682642
0.996,0.039923,2.359789,-4.18,0.22003322
0.996,0.039925,2.3597709,-4.18,0.5094416
0.996,0.039934,2.3596276,-4.18,0.25288304
0.996,0.039985,2.358885,-4.18,0.5638267
0.996,0.039995,-2.3587375,-4.18,-1.2067632
0.996,0.040052,-2.3579013,-4.18,-2.14760856
0.996,0.040067,2.3576906,-4.18,1.94583268
0.996,0.040072,-2.3576087,-4.18,-0.6411561
0.996,0.040119,-2.3569222,-4.18,-1.02598594
0.996,0.040127,-2.356816,-4.18,-0.75882788
0.996,0.040135,-2.3566944,-4.18,-0.36883856
0.996,0.040138,-2.3566457,-4.18,-0.64177452
0.996,0.040171,2.3561735,-4.18,0.28184518
0.996,0.0402,-2.3557416,-4.18,-0.8213116
0.996,0.040203,-2.3557004,-4.18,-0.4400374
0.996,0.04021,-2.3555956,-4.18,-0.5555097
0.996,0.040213,2.3555566,-4.18,0.34196018
0.996,0.04029,2.3544392,-4.18,0.35950246
0.996,0.040298,-2.3543242,-4.18,-0.54095352
0.996,0.040305,-2.3542131,-4.18,-0.47925738
0.996,0.040355,-2.3534856,-4.18,-0.79126646
0.996,0.040356,-2.353472,-4.18,-0.65123558
0.996,0.040385,-2.3530619,-4.18,-0.25369288
0.996,0.040457,2.3520176,-4.18,0.5490574
0.996,0.040462,2.3519451,-4.18,0.42895696
0.996,0.040467,2.3518668,-4.18,0.52393552
0.996,0.040477,-2.3517207,-4.18,-0.9882408
0.996,0.040495,-2.3514625,-4.18,-1.32903242
0.996,0.040496,2.3514408,-4.18,0.28697726
0.996,0.040497,2.3514301,-4.18,0.2309875
0.996,0.040515,-2.351169,-4.18,-0.63886196
0.996,0.040529,2.3509713,-4.18,0.2333306
0.996,0.040546,-2.3507291,-4.18,-0.48641436
0.996,0.040571,2.3503608,-4.18,0.5638799
0.996,0.040588,2.3501242,-4.18,1.43053584
0.996,0.040631,-2.3494914,-4.18,-0.83416408
0.996,0.040644,2.3493109,-4.18,1.20704096
0.996,0.040668,2.3489576,-4.18,0.72632258
0.996,0.040669,-2.3489435,-4.18,-0.54120194
0.996,0.040672,2.3489106,-4.18,0.51910944
0.996,0.040694,-2.3485898,-4.18,-0.43081114
0.996,0.040703,-2.3484526,-4.18,-0.29019894
0.996,0.040717,2.3482646,-4.18,0.5148734
0.996,0.040721,-2.3481954,-4.18,-0.2089345
0.996,0.040723,2.3481686,-4.18,0.28867892
0.996,0.040726,-2.3481323,-4.18,-0.41967658
0.996,0.040761,2.3476294,-4.18,0.62375274
0.996,0.04079,2.3472054,-4.18,0.57736562
0.996,0.040801,2.3470472,-4.18,0.44617234
0.996,0.040852,-2.3463138,-4.18,-2.10819262
0.996,0.040865,-2.3461259,-4.18,-0.29125138
0.996,0.040877,-2.3459583,-4.18,-0.42650838
0.996,0.040906,2.3455392,-4.18,0.2718133
0.996,0.040907,-2.3455338,-4.18,-0.29667694
0.996,0.040914,2.3454328,-4.18,0.44663212
0.996,0.04093,2.345207,-4.18,0.60207694
0.996,0.040933,2.3451504,-4.18,0.5324142
0.996,0.040944,-2.3449952,-4.18,-0.5874505
0.996,0.040965,2.3446983,-4.18,0.3961703
0.996,0.04097,-2.3446258,-4.18,-0.92254822
0.996,0.040993,-2.3442939,-4.18,-1.74249518
0.996,0.041026,-2.3438212,-4.18,-0.29731402
0.996,0.041033,-2.3437232,-4.18,-0.89220642
0.996,0.041039,2.3436431,-4.18,0.24837864
0.996,0.04106,-2.3433416,-4.19,-0.19140864
0.996,0.041095,2.3428449,-4.19,0.3485838
0.996,0.041097,2.3428159,-4.19,0.4398454
0.996,0.041105,-2.3427044,-4.19,-0.57937154
0.996,0.041105,-2.3426985,-4.19,-0.28619536
0.996,0.041123,-2.3424447,-4.19,-0.676645
0.996,0.041139,2.3422193,-4.19,0.21239608
0.996,0.041145,2.3421308,-4.19,0.30747152
0.996,0.041147,2.3421044,-4.19,0.3742225
0.996,0.041159,-2.3419266,-4.19,-0.28301436
0.996,0.041165,2.3418449,-4.19,0.32465462
0.996,0.041217,2.3410989,-4.19,0.4694781
0.996,0.041231,2.3409063,-4.19,0.6382406
0.996,0.041232,-2.3408889,-4.19,-0.45765246
0.996,0.041245,-2.3407027,-4.19,-0.7751126
0.996,0.041268,-2.340379,-4.19,-1.0485883
0.996,0.041284,-2.3401464,-4.19,-0.96422938
0.996,0.04129,2.3400733,-4.19,0.2026197
0.996,0.0413,-2.339929,-4.19,-0.38448244
0.996,0.041321,-2.3396228,-4.19,-0.4281854
0.996,0.041329,-2.3395118,-4.19,-0.70083792
0.996,0.041332,-2.339472,-4.19,-1.09319966
0.996,0.041354,2.3391596,-4.19,0.94359744
0.996,0.04136,2.3390728,-4.19,0.58097324
0.996,0.041362,-2.3390445,-4.19,-0.70582726
0.996,0.041371,-2.3389223,-4.19,-0.76994884
0.996,0.041374,2.33888,-4.19,0.30875898
0.996,0.041382,2.3387626,-4.19,0.23454126
0.996,0.041391,2.3386346,-4.19,0.2814242
0.996,0.041409,-2.338376,-4.19,-0.53372082
0.996,0.041414,-2.3383074,-4.19,-0.3483268
0.996,0.04146,2.3376536,-4.19,0.50466632
0.996,0.041509,-2.3369691,-4.19,-0.4144422
0.996,0.041517,-2.3368554,-4.19,-2.05259446
0.996,0.041517,2.3368509,-4.19,0.63638794
0.996,0.041578,2.3359908,-4.19,0.44738644
0.996,0.0416,-2.3356802,-4.19,-0.52350778
0.996,0.041615,2.3354654,-4.19,0.6021668
0.996,0.041644,2.3350615,-4.19,0.5759734
0.996,0.041655,-2.3349142,-4.19,-0.65503434
0.996,0.04167,2.3346902,-4.19,0.32276476
0.996,0.041672,-2.334663,-4.19,-0.8230408
0.996,0.041695,2.3343402,-4.19,0.45245576
0.996,0.041702,-2.3342531,-4.19,-0.2708913
0.996,0.041705,-2.3342078,-4.19,-0.54660472
0.996,0.041723,2.3339474,-4.19,0.66109962
0.996,0.041725,2.3339247,-4.19,0.4704228
0.996,0.041735,-2.3337829,-4.19,-0.837255
0.996,0.041737,2.3337596,-4.19,0.44956412
0.996,0.041737,2.3337528,-4.19,1.53671618
0.996,0.04175,2.3335702,-4.19,0.25125466
0.996,0.041756,2.333492,-4.19,0.48548872
0.996,0.041765,2.3333563,-4.19,0.35669344
0.996,0.041796,-2.332928,-4.19,-0.23671936
0.996,0.0418,2.332867,-4.19,0.22627894
0.996,0.041826,2.3325024,-4.19,0.24504674
0.996,0.041847,2.3322068,-4.19,0.55950506
0.996,0.041865,2.3319576,-4.19,0.83428136
0.996,0.041871,-2.331881,-4.19,-0.65673404
0.996,0.041931,-2.3310324,-4.19,-0.65603092
0.996,0.041944,-2.3308506,-4.19,-0.84291696
0.996,0.041978,2.3303811,-4.19,0.7454673
0.996,0.042031,-2.3296346,-4.19,-0.42525572
0.996,0.042036,2.3295707,-4.19,0.4058995
0.996,0.042041,2.3295001,-4.19,0.50012864
0.996,0.042081,-2.3289442,-4.19,-1.5682288
0.996,0.042094,2.3287589,-4.19,0.44982788
0.996,0.042112,-2.3285119,-4.19,-0.6488875
0.996,0.042127,-2.3282952,-4.19,-0.38015018
0.996,0.042136,-2.3281754,-4.19,-0.86114572
0.996,0.042168,2.3277292,-4.19,0.43717078
0.996,0.042171,-2.3276944,-4.19,-0.2736336
0.996,0.042173,2.3276607,-4.19,0.31283978
0.996,0.042205,-2.3272115,-4.19,-0.44998466
0.996,0.042236,-2.32678,-4.19,-0.4481137
0.996,0.042248,2.3266162,-4.19,0.61337732
0.996,0.042249,2.3266004,-4.19,0.61509482
0.996,0.042272,-2.3262823,-4.19,-0.79492382
0.996,0.042306,-2.3258121,-4.19,-0.63290172
0.996,0.042308,2.3257831,-4.19,0.41968276
0.996,0.042317,2.3256633,-4.19,0.30520276
0.996,0.042349,-2.3252203,-4.19,-1.24299044
0.996,0.042359,-2.3250821,-4.19,-0.4018014
0.996,0.042368,2.3249499,-4.19,0.43919564
0.996,0.04237,2.3249214,-4.19,0.62294502
0.996,0.042378,2.3248184,-4.19,0.5125204
0.996,0.042386,-2.3247019,-4.19,-0.8080861
0.996,0.042413,2.3243301,-4.19,0.4366707
0.996,0.042437,2.3240006,-4.19,0.56338292
0.996,0.042448,-2.3238461,-4.19,-1.37747404
0.996,0.042454,2.3237601,-4.19,0.38534966
0.996,0.042455,2.3237533,-4.19,1.12330022
0.996,0.042489,2.3232841,-4.19,0.5975358
0.996,0.042517,2.3228925,-4.19,0.4337153
0.996,0.042523,2.3228179,-4.19,0.70280692
0.996,0.042523,2.3228125,-4.19,0.4551994
0.996,0.042527,-2.3227558,-4.19,-0.69872696
0.996,0.042539,2.3225905,-4.19,0.37792928
0.996,0.042545,-2.3225084,-4.19,-0.75765152
0.996,0.042562,2.3222799,-4.19,0.35998834
0.996,0.042562,2.3222764,-4.19,0.42931232
0.996,0.042565,2.3222305,-4.19,0.27738818
0.996,0.04262,-2.3214824,-4.19,-0.6272775
0.996,0.042672,-2.320763,-4.19,-0.7134688
0.996,0.042718,2.3201303,-4.19,0.62760962
0.996,0.042736,2.319877,-4.19,0.4345263
0.996,0.042794,-2.319089,-4.19,-0.63360354
0.996,0.042797,-2.3190411,-4.19,-0.80892568
0.996,0.042824,2.3186733,-4.19,0.5348341
0.996,0.042826,-2.3186443,-4.19,-0.73993396
0.996,0.042869,2.3180641,-4.19,1.01054754
0.996,0.042908,-2.3175241,-4.19,-0.7344408
0.996,0.042936,2.3171361,-4.19,0.5691058
0.996,0.042986,2.316456,-4.19,0.59996874
0.996,0.04299,-2.3163985,-4.19,-0.50622618
0.996,0.043002,2.3162389,-4.19,0.70348518
0.996,0.043075,-2.3152414,-4.19,-0.54236316
0.996,0.043076,-2.3152343,-4.19,-0.6993888
0.996,0.043092,2.3150178,-4.19,0.21488958
0.996,0.0431,-2.3148996,-4.19,-0.6274456
0.996,0.04311,-2.3147657,-4.19,-0.63694486
0.996,0.043129,2.3145059,-4.19,0.4483563
0.996,0.043152,-2.3141934,-4.19,-0.93726796
0.996,0.043165,2.3140198,-4.19,0.2988656
0.996,0.043194,-2.313632,-4.2,-1.09088332
0.996,0.043223,-2.3132296,-4.2,-0.89221892
0.996,0.043331,2.3117638,-4.2,0.3115432
0.996,0.043332,2.3117533,-4.2,1.06147876
0.996,0.043334,-2.311733,-4.2,-0.76499306
0.996,0.043339,2.3116652,-4.2,0.5538236
0.996,0.043342,-2.3116251,-4.2,-1.24029062
0.996,0.043379,2.311124,-4.2,0.25339622
0.996,0.043395,-2.3109019,-4.2,-1.04534254
0.996,0.04346,2.310021,-4.2,0.32199444
0.996,0.043488,-2.3096523,-4.2,-0.23469132
0.996,0.043517,2.3092493,-4.2,1.59414292
0.996,0.043547,2.3088538,-4.2,0.4852044
0.996,0.04355,-2.3088115,-4.2,-0.59238532
0.996,0.043559,-2.3086848,-4.2,-0.377901
0.996,0.043594,2.3082116,-4.2,0.26361124
0.996,0.043615,2.3079288,-4.2,0.8808206
0.996,0.043624,2.3078168,-4.2,0.35532388
0.996,0.043626,2.3077842,-4.2,0.59912278
0.996,0.043626,2.3077837,-4.2,0.4435266
0.996,0.043633,2.3076857,-4.2,1.41415946
0.996,0.04368,-2.3070599,-4.2,-1.01906102
0.996,0.0437,-2.3067943,-4.2,-1.00227014
0.996,0.043703,-2.306747,-4.2,-0.65920922
0.996,0.043709,2.3066697,-4.2,0.6688349
0.996,0.043723,-2.3064798,-4.2,-0.5880002
0.996,0.043737,-2.3062998,-4.2,-0.3632423
0.996,0.043743,2.3062188,-4.2,0.6199063
0.996,0.043768,2.3058837,-4.2,1.07759836
0.996,0.043809,2.3053276,-4.2,0.21591176
0.996,0.04382,2.3051832,-4.2,0.6954834
0.996,0.043821,-2.3051683,-4.2,-0.4667596
0.996,0.043841,-2.3048957,-4.2,-0.27134366
0.996,0.043851,-2.3047609,-4.2,-0.87425104
0.996,0.043864,2.3045953,-4.2,0.31029854
0.996,0.043864,-2.3045943,-4.2,-0.54021812
0.996,0.043873,2.3044687,-4.2,0.4810492
0.996,0.043876,2.3044358,-4.2,0.37773964
0.996,0.043876,-2.3044308,-4.2,-0.5916381
0.996,0.04388,2.3043776,-4.2,1.01859356
0.996,0.043897,2.3041529,-4.2,0.6976817
0.996,0.0439,-2.3041097,-4.2,-0.50338786
0.996,0.043969,2.3031916,-4.2,0.23940502
0.996,0.043983,-2.3030026,-4.2,-0.51178034
0.996,0.043994,2.3028596,-4.2,0.58823612
0.996,0.043998,2.3028043,-4.2,0.4822042
0.996,0.044019,2.3025244,-4.2,1.30539538
0.996,0.044075,-2.3017768,-4.2,-0.2584955
0.996,0.044094,-2.3015241,-4.2,-0.74809514
0.996,0.044113,2.3012646,-4.2,0.23405598
0.996,0.044121,-2.3011595,-4.2,-0.26347172
0.996,0.044142,-2.3008839,-4.2,-0.5526506
0.996,0.044148,-2.3007983,-4.2,-0.48980732
0.996,0.044158,2.3006669,-4.2,0.66391478
0.996,0.044189,-2.3002571,-4.2,-0.99610298
0.996,0.044197,2.3001572,-4.2,0.32555562
0.996,0.044203,2.3000783,-4.2,0.3546326
0.996,0.04422,2.2998473,-4.2,0.32271044
0.996,0.044227,-2.2997546,-4.2,-1.12416138
0.996,0.044253,-2.2994045,-4.2,-0.32239302
0.996,0.044255,-2.2993791,-4.2,-0.59543494
0.996,0.044259,-2.299329,-4.2,-0.54866022
0.996,0.044273,2.2991362,-4.2,0.46168336
0.996,0.044278,2.2990782,-4.2,0.3633098
0.996,0.044286,2.2989765,-4.2,0.24633402
0.996,0.044302,-2.2987522,-4.2,-0.48649128
0.996,0.044308,2.2986823,-4.2,0.55038598
0.996,0.044316,-2.2985711,-4.2,-1.37474732
0.996,0.044321,-2.2985006,-4.2,-0.32353926
0.996,0.04434,-2.2982574,-4.2,-0.8408282
0.996,0.044353,2.2980835,-4.2,0.5335044
0.996,0.044367,2.2978928,-4.2,0.8347974
0.996,0.044405,2.2973937,-4.2,0.72977668
0.996,0.044482,2.2963799,-4.2,0.41531032
0.996,0.044502,-2.2961125,-4.2,-0.76756174
0.996,0.044508,-2.296027,-4.2,-0.21008604
0.996,0.044562,-2.2953278,-4.2,-0.37551328
0.996,0.04457,-2.295217,-4.2,-0.51928342
0.996,0.044596,2.2948751,-4.2,0.3634208
0.996,0.044602,-2.2947979,-4.2,-0.19610662
0.996,0.044605,2.2947568,-4.2,0.602798
0.996,0.044675,2.2938357,-4.2,0.21369156
0.996,0.044677,-2.2938093,-4.2,-1.46932216
0.996,0.04469,-2.2936427,-4.2,-0.56527566
0.996,0.044767,-2.2926307,-4.2,-1.46428194
0.996,0.044777,2.2924994,-4.2,0.26353342
0.996,0.044781,-2.2924434,-4.2,-0.8012273
0.996,0.044797,2.2922356,-4.2,0.401362
0.996,0.0448,-2.2921938,-4.2,-0.94094458
0.996,0.044801,-2.2921849,-4.2,-1.84205138
0.996,0.044819,-2.2919457,-4.2,-0.23423328
0.996,0.044824,2.2918807,-4.2,0.8331287
0.996,0.044918,2.2906531,-4.2,0.24218756
0.996,0.044955,2.2901638,-4.2,0.46649452
0.996,0.04496,-2.2900952,-4.2,-1.0287989
0.996,0.04497,2.2899681,-4.2,0.7488067
0.996,0.044984,-2.2897852,-4.2,-0.3435104
0.996,0.044987,-2.2897466,-4.2,-0.58099904
0.996,0.044991,2.289695,-4.2,0.4016646
0.996,0.045036,-2.2891068,-4.2,-0.3800073
0.996,0.045043,2.289015,-4.2,0.60369586
0.996,0.045057,2.2888333,-4.2,0.58296642
0.996,0.04508,-2.2885291,-4.2,-1.12401118
0.996,0.045084,2.2884741,-4.2,0.6470406
0.996,0.045091,2.288385,-4.2,1.27086828
0.996,0.045107,2.2881774,-4.2,0.465732
0.996,0.045112,2.2881132,-4.2,0.5899331
0.996,0.045146,2.2876691,-4.2,0.4351902
0.996,0.045193,-2.2870598,-4.2,-1.18888694
0.996,0.045212,-2.2868119,-4.2,-0.24958394
0.996,0.045223,2.2866648,-4.2,0.32154032
0.996,0.045227,2.2866138,-4.2,0.42138494
0.996,0.045227,2.2866138,-4.2,0.4396499
0.996,0.045233,-2.2865452,-4.2,-0.70373936
0.996,0.045271,2.2860423,-4.2,0.55036376
0.996,0.045347,-2.2850663,-4.2,-0.4293518
0.996,0.045347,-2.2850647,-4.2,-0.41823732
0.996,0.045403,2.2843312,-4.2,0.5442069
0.996,0.045406,2.2842953,-4.2,0.25607874
0.996,0.045407,-2.2842786,-4.2,-0.96882162
0.996,0.045419,-2.2841351,-4.2,-0.4330148
0.996,0.045429,2.2840035,-4.2,0.53174588
0.996,0.045456,2.283645,-4.21,0.5330317
0.996,0.045468,-2.2834954,-4.21,-0.33912014
0.996,0.045471,2.2834537,-4.21,0.35909768
0.996,0.04548,-2.2833427,-4.21,-0.63640556
0.996,0.045507,2.282987,-4.21,0.33753776
0.996,0.045518,-2.2828523,-4.21,-0.2328464
0.996,0.045544,-2.2825145,-4.21,-0.7514591
0.996,0.045579,2.2820589,-4.21,0.44673728
0.996,0.045617,2.2815749,-4.21,0.43207768
0.996,0.045678,-2.280794,-4.21,-0.45363312
0.996,0.045686,2.2806906,-4.21,0.2727361
0.996,0.045702,2.2804829,-4.21,2.29068182
0.996,0.045765,2.2796743,-4.21,0.17799518
0.996,0.045833,-2.2787995,-4.21,-0.41641564
0.996,0.045852,2.2785533,-4.21,0.50943698
0.996,0.045854,2.2785242,-4.21,0.7303944
0.996,0.045905,-2.2778788,-4.21,-1.14125354
0.996,0.04595,2.2772958,-4.21,0.94291624
0.996,0.045972,-2.2770178,-4.21,-0.253441
0.996,0.04602,-2.2764068,-4.21,-2.01916072
0.996,0.046055,-2.2759519,-4.21,-0.52617782
0.996,0.046062,2.2758642,-4.21,0.2706425
0.996,0.046064,-2.2758352,-4.21,-0.51054518